path,face,label
./datasets/face_forensics/img_data/deepfake/O2ZMKBQN0NR7B1QE6ZBV.jpg,"[499, 170, 275, 354]",FAKE
./datasets/face_forensics/img_data/deepfake/N9MZD1J7DGJILB3YNGRS.jpg,"[283, 80, 93, 124]",FAKE
./datasets/face_forensics/img_data/deepfake/BVHR9YSD1EJT3027RJBJ.jpg,"[253, 77, 94, 121]",FAKE
./datasets/face_forensics/img_data/deepfake/4QDLK8F16SUDMDOO840A.jpg,"[270, 88, 112, 148]",FAKE
./datasets/face_forensics/img_data/deepfake/3M4XRYGWLCHOSLURD7KL.jpg,"[830, 205, 258, 340]",FAKE
./datasets/face_forensics/img_data/deepfake/6R0ZMHNQNAUPLH9SBSSJ.jpg,"[277, 80, 89, 116]",FAKE
./datasets/face_forensics/img_data/deepfake/994E6FXJ4WJNCF21Z58G.jpg,"[310, 85, 243, 309]",FAKE
./datasets/face_forensics/img_data/deepfake/7G7K1KHPRD3GR3GQOEIG.jpg,"[801, 164, 92, 120]",FAKE
./datasets/face_forensics/img_data/deepfake/862P3BZIXSKPREJF9Q0O.jpg,"[272, 85, 66, 86]",FAKE
./datasets/face_forensics/img_data/deepfake/KO5ZT0T17TF08VRFXIXN.jpg,"[661, 100, 478, 650]",FAKE
./datasets/face_forensics/img_data/deepfake/WZM8X28DKV08ZTXD7YLY.jpg,"[510, 104, 218, 283]",FAKE
./datasets/face_forensics/img_data/deepfake/NK393I9Q8IV3H3B57RLX.jpg,"[163, 73, 94, 117]",FAKE
./datasets/face_forensics/img_data/deepfake/S6890XN28B8LR6RGFGLN.jpg,"[619, 101, 136, 182]",FAKE
./datasets/face_forensics/img_data/deepfake/4OF0U4QJR95CJQOCZBHJ.jpg,"[195, 105, 58, 71]",FAKE
./datasets/face_forensics/img_data/deepfake/8K2WTK3LXGXHELR05O4U.jpg,"[285, 87, 84, 102]",FAKE
./datasets/face_forensics/img_data/deepfake/81EF74Z8RPSLOGWM5UOG.jpg,"[475, 137, 197, 252]",FAKE
./datasets/face_forensics/img_data/deepfake/GSSVCP1HFXM7QJVFDRHW.jpg,"[528, 138, 271, 339]",FAKE
./datasets/face_forensics/img_data/deepfake/GVE0W7X5JOFXC4J8PHX6.jpg,"[852, 67, 156, 216]",FAKE
./datasets/face_forensics/img_data/deepfake/AG7Q6UIAEJ5DME8V45CJ.jpg,"[298, 91, 75, 102]",FAKE
./datasets/face_forensics/img_data/deepfake/SZZRLUCC1BGYXC3T8XZB.jpg,"[278, 91, 79, 101]",FAKE
./datasets/face_forensics/img_data/deepfake/FA0FX8IN9VBTGU9VWG8M.jpg,"[408, 35, 115, 149]",FAKE
./datasets/face_forensics/img_data/deepfake/PASHXPQCDUKGUD33EUNY.jpg,"[616, 57, 212, 279]",FAKE
./datasets/face_forensics/img_data/deepfake/7BN41DM3BPSES4H3T9FS.jpg,"[667, 163, 187, 240]",FAKE
./datasets/face_forensics/img_data/deepfake/UZOPDWECSOQW31AZMKCD.jpg,"[198, 104, 104, 148]",FAKE
./datasets/face_forensics/img_data/deepfake/RXNT2YU13G0GFXI8YAXK.jpg,"[370, 172, 182, 240]",FAKE
./datasets/face_forensics/img_data/deepfake/IY0DCZHH4Z2OTKPPHTM5.jpg,"[556, 107, 172, 233]",FAKE
./datasets/face_forensics/img_data/deepfake/GHNYNMELLW34R5C4LMXD.jpg,"[274, 69, 77, 103]",FAKE
./datasets/face_forensics/img_data/deepfake/PRWCZP8JV3842Q11W3QK.jpg,"[277, 141, 102, 141]",FAKE
./datasets/face_forensics/img_data/deepfake/BMPZPVQ434APWVKQ8YV3.jpg,"[232, 85, 91, 119]",FAKE
./datasets/face_forensics/img_data/deepfake/F5X0F64MHO9UO16K9QG9.jpg,"[531, 91, 433, 575]",FAKE
./datasets/face_forensics/img_data/deepfake/CVX115LVGSSH6N2RN37E.jpg,"[723, 170, 480, 654]",FAKE
./datasets/face_forensics/img_data/deepfake/GOJ5K0LE8U03OWBL2Q61.jpg,"[295, 77, 104, 140]",FAKE
./datasets/face_forensics/img_data/deepfake/5HOP8LA54M2IOS17CD6V.jpg,"[227, 95, 122, 153]",FAKE
./datasets/face_forensics/img_data/deepfake/EUXU8YVACSK14CC0OBU5.jpg,"[152, 92, 118, 149]",FAKE
./datasets/face_forensics/img_data/deepfake/AJTAC8Y3H11ZDVUQOETC.jpg,"[702, 83, 483, 633]",FAKE
./datasets/face_forensics/img_data/deepfake/3D7K8Z8KMDGORZMUZMVF.jpg,"[577, 136, 196, 263]",FAKE
./datasets/face_forensics/img_data/deepfake/3EGEHNUD89CC9XECZUVI.jpg,"[362, 125, 116, 151]",FAKE
./datasets/face_forensics/img_data/deepfake/J66IP975CW4PXPQR52SV.jpg,"[188, 103, 118, 147]",FAKE
./datasets/face_forensics/img_data/deepfake/JKBYNGVTAU5NWNDOZ69F.jpg,"[236, 81, 146, 191]",FAKE
./datasets/face_forensics/img_data/deepfake/S8QU33MMDZ6O3L4SMIB2.jpg,"[291, 128, 92, 117]",FAKE
./datasets/face_forensics/img_data/deepfake/6BD5ZQC83089E5GCB2TM.jpg,"[838, 143, 81, 104]",FAKE
./datasets/face_forensics/img_data/deepfake/JPKG82I1XJCDDQ11QTK4.jpg,"[718, 74, 279, 361]",FAKE
./datasets/face_forensics/img_data/deepfake/R1C3FDTDQ6TRN078B5GG.jpg,"[368, 121, 357, 443]",FAKE
./datasets/face_forensics/img_data/deepfake/GUOFU82X8Z4F5OZ4LDMV.jpg,"[512, 130, 107, 133]",FAKE
./datasets/face_forensics/img_data/deepfake/MLCYTTC6SJ24NI1RHNDI.jpg,"[524, 148, 187, 244]",FAKE
./datasets/face_forensics/img_data/deepfake/ZTVFQSQGGZK8WNY90DLP.jpg,"[230, 108, 70, 87]",FAKE
./datasets/face_forensics/img_data/deepfake/68BWRSNN0KRY5LQ403R2.jpg,"[383, 86, 96, 125]",FAKE
./datasets/face_forensics/img_data/deepfake/M3FZR61SB04SKHB7WE7K.jpg,"[729, 88, 287, 384]",FAKE
./datasets/face_forensics/img_data/deepfake/F8OXYKSH7OP5FBWV6VMP.jpg,"[571, 147, 214, 279]",FAKE
./datasets/face_forensics/img_data/deepfake/4594XNKYCPKUNU9MFCE5.jpg,"[367, 97, 118, 151]",FAKE
./datasets/face_forensics/img_data/deepfake/3LKGHD408XY1WPUJEEM8.jpg,"[542, 131, 138, 182]",FAKE
./datasets/face_forensics/img_data/deepfake/M86X5NUSGC43EGTIV1WZ.jpg,"[482, 142, 205, 249]",FAKE
./datasets/face_forensics/img_data/deepfake/VQUBRFOU8AV91LHEU7OJ.jpg,"[869, 211, 446, 624]",FAKE
./datasets/face_forensics/img_data/deepfake/HTMCN1OE2HK41B77TIFY.jpg,"[339, 62, 93, 131]",FAKE
./datasets/face_forensics/img_data/deepfake/1II96M8O73IJ1Y1F50I3.jpg,"[239, 108, 104, 138]",FAKE
./datasets/face_forensics/img_data/deepfake/OXGGG9S6IZJ5I9T541VK.jpg,"[427, 113, 69, 91]",FAKE
./datasets/face_forensics/img_data/deepfake/F2D8ACQLOIY35O1VGJIV.jpg,"[769, 125, 386, 505]",FAKE
./datasets/face_forensics/img_data/deepfake/F9QTST0FWMKNDOQNKN6C.jpg,"[316, 76, 116, 152]",FAKE
./datasets/face_forensics/img_data/deepfake/VKEJ8HMIC6X5YVVE9BPT.jpg,"[537, 202, 207, 292]",FAKE
./datasets/face_forensics/img_data/deepfake/OZ2123LXIJGW49DXK83M.jpg,"[282, 95, 126, 165]",FAKE
./datasets/face_forensics/img_data/deepfake/00HS7POCINNUVGQWAW85.jpg,"[192, 161, 131, 163]",FAKE
./datasets/face_forensics/img_data/deepfake/DWTICQSMTFOYXMQRR9R6.jpg,"[298, 103, 96, 122]",FAKE
./datasets/face_forensics/img_data/deepfake/YB2KKGFQR4Z2GCQXRSF2.jpg,"[348, 128, 71, 91]",FAKE
./datasets/face_forensics/img_data/deepfake/DB369NDH2L76XUTFV0S7.jpg,"[293, 44, 195, 261]",FAKE
./datasets/face_forensics/img_data/deepfake/IA82QBLCQMR1AHJ1A0QQ.jpg,"[422, 94, 298, 399]",FAKE
./datasets/face_forensics/img_data/deepfake/2R5LZP6W7H1CV5XUYRSO.jpg,"[277, 73, 96, 128]",FAKE
./datasets/face_forensics/img_data/deepfake/9CIYQR7VEOSE6WZ58QSB.jpg,"[398, 85, 121, 156]",FAKE
./datasets/face_forensics/img_data/deepfake/DH6V2Q8BE8LDZ1OHUAQ8.jpg,"[153, 133, 120, 158]",FAKE
./datasets/face_forensics/img_data/deepfake/ZM3V6F89JEDJA27KGKUJ.jpg,"[488, 111, 178, 221]",FAKE
./datasets/face_forensics/img_data/deepfake/K9HBAUDV82JMNWNN6UWK.jpg,"[708, 96, 473, 622]",FAKE
./datasets/face_forensics/img_data/deepfake/WNB6CD96KIEVNDNGZY5N.jpg,"[238, 121, 85, 122]",FAKE
./datasets/face_forensics/img_data/deepfake/AIXIYI11EH1R7CXZO7BA.jpg,"[194, 80, 143, 180]",FAKE
./datasets/face_forensics/img_data/deepfake/W980AEAQ3XHGL27GCQEB.jpg,"[504, 80, 243, 315]",FAKE
./datasets/face_forensics/img_data/deepfake/A7OLOITUWCZJKT5O17P0.jpg,"[494, 160, 213, 270]",FAKE
./datasets/face_forensics/img_data/deepfake/MXOIVWD3HG77VO4TE58D.jpg,"[344, 0, 393, 484]",FAKE
./datasets/face_forensics/img_data/deepfake/5S0FTV8BWYJIVI0T7CAQ.jpg,"[157, 92, 80, 99]",FAKE
./datasets/face_forensics/img_data/deepfake/FOGG36AGG797RV30Q1DW.jpg,"[466, 0, 377, 490]",FAKE
./datasets/face_forensics/img_data/deepfake/VGFXG48JFYF5JMJQW7GQ.jpg,"[501, 117, 175, 217]",FAKE
./datasets/face_forensics/img_data/deepfake/JMSKEDVXD49JGU995HRY.jpg,"[277, 79, 74, 93]",FAKE
./datasets/face_forensics/img_data/deepfake/OE159EEMKIUVQ64712JK.jpg,"[203, 100, 131, 163]",FAKE
./datasets/face_forensics/img_data/deepfake/SK26R6DEFBP7N61L3PYB.jpg,"[521, 141, 161, 205]",FAKE
./datasets/face_forensics/img_data/deepfake/JE0UOWHOV9TFOKA9D2A7.jpg,"[254, 76, 66, 84]",FAKE
./datasets/face_forensics/img_data/deepfake/BQAXUNCP62C892UW0J9V.jpg,"[382, 85, 148, 199]",FAKE
./datasets/face_forensics/img_data/deepfake/DVRCNX89QRU67428FM33.jpg,"[787, 136, 226, 305]",FAKE
./datasets/face_forensics/img_data/deepfake/1YS9P3DTWKUN636NT8YX.jpg,"[481, 109, 262, 352]",FAKE
./datasets/face_forensics/img_data/deepfake/GGWY16HHBUFIJZHQDMIB.jpg,"[269, 76, 89, 114]",FAKE
./datasets/face_forensics/img_data/deepfake/0VK0A3HKQ0ZS4GF0JLCB.jpg,"[578, 127, 172, 230]",FAKE
./datasets/face_forensics/img_data/deepfake/592A7COEM44VHEXG4QPH.jpg,"[335, 98, 141, 180]",FAKE
./datasets/face_forensics/img_data/deepfake/8BDM1FSM5Z1DZCFIC9WG.jpg,"[227, 97, 106, 139]",FAKE
./datasets/face_forensics/img_data/deepfake/0WW9DU412CYD8ZBZHEHF.jpg,"[1216, 146, 232, 309]",FAKE
./datasets/face_forensics/img_data/deepfake/D9IQ9E0DFIE1UK1QYKBZ.jpg,"[370, 63, 94, 125]",FAKE
./datasets/face_forensics/img_data/deepfake/ME4P2UR1W457IMULLC02.jpg,"[567, 50, 248, 333]",FAKE
./datasets/face_forensics/img_data/deepfake/J1PIQ2PGHFOL6ETISGGT.jpg,"[304, 52, 90, 113]",FAKE
./datasets/face_forensics/img_data/deepfake/DC3M8G8VV9XU4VA99763.jpg,"[557, 91, 119, 154]",FAKE
./datasets/face_forensics/img_data/deepfake/TPD161W0P5SA01VY6DD5.jpg,"[567, 158, 129, 167]",FAKE
./datasets/face_forensics/img_data/deepfake/55U1O6I7RFJKO5VGCDHS.jpg,"[417, 44, 426, 575]",FAKE
./datasets/face_forensics/img_data/deepfake/X5XMW4EUAZE1MQ6TS2U1.jpg,"[208, 84, 71, 94]",FAKE
./datasets/face_forensics/img_data/deepfake/Q1QHY9AOUCDT24KBF2RA.jpg,"[309, 83, 113, 152]",FAKE
./datasets/face_forensics/img_data/deepfake/35PWET8T7EWBLO03JFZ6.jpg,"[308, 107, 153, 193]",FAKE
./datasets/face_forensics/img_data/deepfake/XQX0O7WUERUYY3V2PFHA.jpg,"[320, 147, 184, 231]",FAKE
./datasets/face_forensics/img_data/deepfake/H24UZ7HB62L166E8GFQ8.jpg,"[217, 86, 140, 191]",FAKE
./datasets/face_forensics/img_data/deepfake/H92RQHUN2JQBYL5KY2J7.jpg,"[291, 70, 166, 212]",FAKE
./datasets/face_forensics/img_data/deepfake/OCE410GDCDXKDN1PCQE7.jpg,"[500, 134, 141, 189]",FAKE
./datasets/face_forensics/img_data/deepfake/7BNIQOJMRYKPR6STWZCP.jpg,"[567, 126, 186, 246]",FAKE
./datasets/face_forensics/img_data/deepfake/F5H7XNSIQN1EP14ALSH0.jpg,"[275, 122, 204, 265]",FAKE
./datasets/face_forensics/img_data/deepfake/V2ER9REUSMNHMP065TL1.jpg,"[849, 241, 259, 333]",FAKE
./datasets/face_forensics/img_data/deepfake/J6NA48N6W4VCFOW5LGQ8.jpg,"[204, 116, 162, 216]",FAKE
./datasets/face_forensics/img_data/deepfake/8GMIAPFNULXY3LPA3MZ7.jpg,"[285, 101, 95, 127]",FAKE
./datasets/face_forensics/img_data/deepfake/D5A83GI8WKL4424G4DHD.jpg,"[1024, 115, 134, 181]",FAKE
./datasets/face_forensics/img_data/deepfake/VIE5FSHU2QV9L6G11JUF.jpg,"[542, 139, 170, 211]",FAKE
./datasets/face_forensics/img_data/deepfake/3O44Y9ENL6M3KLRYSW1C.jpg,"[270, 144, 104, 136]",FAKE
./datasets/face_forensics/img_data/deepfake/6CGNJWQE1SXQD5KHC0C6.jpg,"[310, 65, 204, 278]",FAKE
./datasets/face_forensics/img_data/deepfake/Z03PHOKJKXS8C4VWQJAL.jpg,"[223, 83, 104, 136]",FAKE
./datasets/face_forensics/img_data/deepfake/WMCXYC3YGRJTJTULM6TH.jpg,"[829, 143, 162, 198]",FAKE
./datasets/face_forensics/img_data/deepfake/0W6T0XY4S90QJ2VZ1UK2.jpg,"[255, 90, 88, 112]",FAKE
./datasets/face_forensics/img_data/deepfake/ONQ07BLI2DW4UWECPPIQ.jpg,"[233, 93, 116, 152]",FAKE
./datasets/face_forensics/img_data/deepfake/OK5L874GSH0JOAOTE5UA.jpg,"[281, 106, 120, 160]",FAKE
./datasets/face_forensics/img_data/deepfake/3WIIGCGGM3C5QW7A6ZDQ.jpg,"[563, 119, 176, 232]",FAKE
./datasets/face_forensics/img_data/deepfake/PXF2RQDVVFGA5QP7Y7AW.jpg,"[359, 84, 93, 125]",FAKE
./datasets/face_forensics/img_data/deepfake/7LUO7ZIRQ2ZUM8XDO0A7.jpg,"[308, 107, 86, 113]",FAKE
./datasets/face_forensics/img_data/deepfake/FOWLEM06MSHQWL0SPM43.jpg,"[250, 88, 107, 130]",FAKE
./datasets/face_forensics/img_data/deepfake/Y1HAC67UW7JC7DO9P2DH.jpg,"[644, 249, 405, 517]",FAKE
./datasets/face_forensics/img_data/deepfake/HEE6CQOIMZK5AHF7UWQR.jpg,"[299, 93, 74, 92]",FAKE
./datasets/face_forensics/img_data/deepfake/WMBUR5DH4H1OB7PLKL2B.jpg,"[192, 95, 77, 102]",FAKE
./datasets/face_forensics/img_data/deepfake/7CAAFGNBBCFRKJ41QONS.jpg,"[631, 143, 193, 248]",FAKE
./datasets/face_forensics/img_data/deepfake/9YGO2H2I7YEQVYKHL62H.jpg,"[534, 125, 142, 198]",FAKE
./datasets/face_forensics/img_data/deepfake/YLLAT4O7GNV69PMHQQ73.jpg,"[549, 122, 172, 216]",FAKE
./datasets/face_forensics/img_data/deepfake/NE7LJNC4UDEFRBQPD6WW.jpg,"[314, 98, 98, 128]",FAKE
./datasets/face_forensics/img_data/deepfake/AHR58XPE2LKJSIAT218A.jpg,"[579, 132, 226, 309]",FAKE
./datasets/face_forensics/img_data/deepfake/XXUSBCT1VOHP5HAYJGYM.jpg,"[623, 112, 245, 326]",FAKE
./datasets/face_forensics/img_data/deepfake/YHV0PHGV90U9ZC7V9B20.jpg,"[415, 110, 107, 135]",FAKE
./datasets/face_forensics/img_data/deepfake/803K5ZU4BV4TETQJ1HOQ.jpg,"[394, 106, 62, 80]",FAKE
./datasets/face_forensics/img_data/deepfake/1JYM03YORIIOIZA6F186.jpg,"[474, 89, 113, 149]",FAKE
./datasets/face_forensics/img_data/deepfake/NH7WQHNJVV94IQ5LDRUU.jpg,"[191, 78, 116, 151]",FAKE
./datasets/face_forensics/img_data/deepfake/QV9KIE2S4RWSF2O75B0A.jpg,"[226, 83, 103, 136]",FAKE
./datasets/face_forensics/img_data/deepfake/OCWIAK78L32ABM50K76M.jpg,"[288, 91, 84, 117]",FAKE
./datasets/face_forensics/img_data/deepfake/29U7H5QT93UWAB1KNM00.jpg,"[497, 93, 307, 390]",FAKE
./datasets/face_forensics/img_data/deepfake/DINA6BUVVB1QXHOM7INS.jpg,"[280, 89, 143, 172]",FAKE
./datasets/face_forensics/img_data/deepfake/LATABNDTZFF4PJW4Z1AF.jpg,"[535, 65, 280, 375]",FAKE
./datasets/face_forensics/img_data/deepfake/4WGG7U9X19KM8MJNR52X.jpg,"[313, 79, 144, 187]",FAKE
./datasets/face_forensics/img_data/deepfake/SCH0HGIKFP1SDVWVXCAK.jpg,"[317, 93, 83, 107]",FAKE
./datasets/face_forensics/img_data/deepfake/1O5BLHXVS7CJ7I9Y44YY.jpg,"[259, 73, 167, 219]",FAKE
./datasets/face_forensics/img_data/deepfake/5XOD0Z2XVZGR3P8CZI84.jpg,"[432, 147, 63, 85]",FAKE
./datasets/face_forensics/img_data/deepfake/GNOEFT2YE3O0LNLH7DXK.jpg,"[365, 118, 148, 183]",FAKE
./datasets/face_forensics/img_data/deepfake/69P263BM778AMD47RIER.jpg,"[396, 89, 90, 114]",FAKE
./datasets/face_forensics/img_data/deepfake/JWK4YLVJ4M5E3XEIPPSM.jpg,"[439, 186, 159, 213]",FAKE
./datasets/face_forensics/img_data/deepfake/CNSSXNV9JE10G1UNTEIS.jpg,"[193, 115, 109, 149]",FAKE
./datasets/face_forensics/img_data/deepfake/8324PNLHF876CJRJ9JTT.jpg,"[253, 98, 106, 140]",FAKE
./datasets/face_forensics/img_data/deepfake/Z8WX4QA2U6HD9FSK5XET.jpg,"[212, 107, 190, 256]",FAKE
./datasets/face_forensics/img_data/deepfake/OGDPXYEYXMJ8F3U189WP.jpg,"[505, 129, 205, 280]",FAKE
./datasets/face_forensics/img_data/deepfake/AO1NZ0DDOAHL8MRJJSY0.jpg,"[930, 185, 403, 533]",FAKE
./datasets/face_forensics/img_data/deepfake/Y30ZI9YCRMGJ961GP8KC.jpg,"[419, 0, 368, 446]",FAKE
./datasets/face_forensics/img_data/deepfake/1TYTVOOG20N5T5G0FX59.jpg,"[726, 382, 416, 562]",FAKE
./datasets/face_forensics/img_data/deepfake/ZDS8VRCQKLUDYUKB8O37.jpg,"[275, 96, 113, 151]",FAKE
./datasets/face_forensics/img_data/deepfake/HJWILMMCVNPPS8XDMCYY.jpg,"[504, 159, 171, 224]",FAKE
./datasets/face_forensics/img_data/deepfake/6JF0UAMLNJHOGO95LN7E.jpg,"[222, 147, 130, 171]",FAKE
./datasets/face_forensics/img_data/deepfake/GGBN4ERL3Z9OLM8CQIZB.jpg,"[435, 97, 115, 145]",FAKE
./datasets/face_forensics/img_data/deepfake/8T5DA0O9N4GKCYLSSFK0.jpg,"[253, 114, 113, 142]",FAKE
./datasets/face_forensics/img_data/deepfake/L3BPTS0D0LULGO04F4ML.jpg,"[258, 120, 128, 174]",FAKE
./datasets/face_forensics/img_data/deepfake/9XWQQ3KJUC1QOWBRKCOP.jpg,"[340, 97, 143, 182]",FAKE
./datasets/face_forensics/img_data/deepfake/WL3SCK2V9MA9E9KP6Q74.jpg,"[840, 76, 135, 174]",FAKE
./datasets/face_forensics/img_data/deepfake/N31ESFDX5U3NRMUQNRPT.jpg,"[247, 82, 121, 150]",FAKE
